city,hex,auc_inf,auc_cap
bogota,8866e0926dfffff,5.480568693635189,37.61778554531446
bogota,8866e42997fffff,8.176737862383222,34.44857630552967
bogota,8866e429bbfffff,8.75805812864001,40.43628404820781
bogota,8866e42993fffff,8.575116747720157,37.34303926247934
bogota,8866e4299bfffff,7.6946172210337735,48.22301369301092
bogota,8866e428a5fffff,8.871955884598242,34.82329174483349
bogota,8866e428adfffff,12.818154459724767,72.39161971227117
bogota,8866e09041fffff,9.7511695143318,22.85719058795028
bogota,8866e09233fffff,6.556625807571361,31.692883205330826
bogota,8866e09237fffff,5.725791314289063,32.242295608784595
bogota,8866e092edfffff,4.112537248673744,16.92682880916717
bogota,8866e092c5fffff,11.083778854824475,18.650651131083
bogota,8866e09281fffff,6.658468370446005,41.04145548979354
bogota,8866e09287fffff,8.681959416469903,21.5862841426409
bogota,8866e092c3fffff,1.2431989540534292,1.2431989540534292
bogota,8866e09289fffff,2.0178120342722528,2.0178120342722528
bogota,8866e092c9fffff,7.3761147900262065,27.542033810998312
bogota,8866e42d23fffff,5.454115708004382,28.644776040799655
bogota,8866e42d2bfffff,10.888183566702189,54.89248795431138
bogota,8866e092e7fffff,6.4901399211181365,58.47182292262195
bogota,8866e092abfffff,4.256040185230836,24.16482059928633
bogota,8866e428a7fffff,13.478310482634633,21.16311388106783
bogota,8866e0925dfffff,5.415806879747025,33.23983792436352
bogota,8866e09023fffff,3.2781498823293953,19.01742645775854
bogota,8866e092a5fffff,5.411730486972635,17.899444714553738
bogota,8866e09019fffff,8.051385301583124,43.91472367276501
bogota,8866e09057fffff,10.630674820327512,23.816646003052515
bogota,8866e09015fffff,3.2064195160651274,10.938745408026682
bogota,8866e09039fffff,12.3448653056823,35.31287124535948
bogota,8866e0903dfffff,6.115342087830329,22.025244664527648
bogota,8866e09031fffff,5.3373121639024435,18.034316638598025
bogota,8866e091cdfffff,8.213659248569773,15.881772975708568
bogota,8866e0911bfffff,7.582285600282632,67.35284176925234
bogota,8866e42987fffff,5.16317499763735,44.937931439380655
bogota,8866e09247fffff,7.555356849177996,28.01040082371407
bogota,8866e09249fffff,6.136846348388989,10.995205281801947
bogota,8866e09043fffff,7.3146042767642045,9.891752304188845
bogota,8866e092a1fffff,10.184096950502541,61.35420204538326
bogota,8866e092adfffff,5.325566538864083,15.414152319694812
bogota,8866e09053fffff,12.752155440311684,41.44971451470985
bogota,8866e09051fffff,7.589768994239829,18.196370712038046
bogota,8866e0905dfffff,8.205334733685334,17.65256696110244
bogota,8866e0904bfffff,13.525138867968737,13.525138867968737
bogota,8866e09333fffff,12.069195457179204,90.08195180312086
bogota,8866e0906dfffff,9.806446208801164,20.41304792659938
bogota,8866e429a7fffff,7.652996135473502,20.91124828272127
bogota,8866e09349fffff,6.3561999792988955,34.35233290387402
bogota,8866e429a5fffff,1.6565531708834658,8.302212399276797
bogota,8866e4669bfffff,0.30139018508303345,0.30139018508303345
bogota,8866e0935dfffff,5.278095476083768,22.729254009071127
bogota,8866e0934bfffff,9.023593004275767,14.326893863174872
bogota,8866e09143fffff,10.446503649475023,46.529022854629645
bogota,8866e09109fffff,8.362141817770606,44.78390089118315
bogota,8866e09147fffff,9.407124797906938,54.04909398424005
bogota,8866e4288dfffff,3.4797390681680382,18.89441726976653
bogota,8866e428c7fffff,8.389925915908034,57.09196999604654
bogota,8866e428c1fffff,5.707951302788217,48.134358173981084
bogota,8866e428c3fffff,7.896679741577165,38.51527582949652
bogota,8866e428cbfffff,5.084652589750711,10.33679290935381
bogota,8866e42aabfffff,11.879087845095672,75.20733474908316
bogota,8866e42881fffff,13.407067709817694,54.766138802579796
bogota,8866e42895fffff,9.571812847289136,21.889639270316497
bogota,8866e42811fffff,9.205033798326031,82.12699768489084
bogota,8866e4281dfffff,12.307390213799245,62.06490113537465
bogota,8866e42813fffff,12.050011355811048,40.892012748152155
bogota,8866e4289bfffff,8.21582656561275,21.223574411646553
bogota,8866e42f27fffff,10.438513628989567,21.045115346787785
bogota,8866e4289dfffff,15.482893033118694,41.41564867293923
bogota,8866e428a9fffff,3.918830916861483,27.665188730302653
bogota,8866e428edfffff,6.223950691344326,73.92374203654519
bogota,8866e42815fffff,7.871008732456191,63.7160402538271
bogota,8866e4283bfffff,13.399090599133606,81.57185581650126
bogota,8866e428e7fffff,11.249024300373426,55.40231853191738
bogota,8866e09311fffff,7.429926954532361,20.139154426356807
bogota,8866e09067fffff,9.84077437996891,35.66914741272821
bogota,8866e09203fffff,4.784449236976533,17.781408704494847
bogota,8866e0921dfffff,8.263682021317615,54.64454065831857
bogota,8866e09209fffff,10.311357206011271,10.311357206011271
bogota,8866e092e3fffff,3.4297984128757175,20.67121431959958
bogota,8866e428d1fffff,11.760936636059697,37.773030442918824
bogota,8866e428d9fffff,10.229927934422571,74.5737087051834
bogota,8866e09211fffff,15.104388763742271,74.66023108508071
bogota,8866e0921bfffff,2.7725171124379644,10.495739740281392
bogota,8866e09217fffff,11.106670887999028,77.39793162423787
