hex,auc_all,auc_strict,city
881ec91755fffff,10.34422264018261,11.797192228836115,istanbul
881ec9175dfffff,12.746909477390098,14.072389652050425,istanbul
881ec91751fffff,4.239875269920915,1.360750719220218,istanbul
881ec91759fffff,6.493842019779839,5.940035799894352,istanbul
881ec98db3fffff,3.6457375004782913,3.0446939353542937,istanbul
881ec98dbbfffff,0.8970158331641438,2.187656193316301,istanbul
881ec98db9fffff,2.8374478841079807,7.207172803526612,istanbul
881ec98d83fffff,4.5763604132746245,6.908154671165009,istanbul
881ec98dd1fffff,4.844361983026423,3.4004532055223367,istanbul
881ec98d81fffff,6.237834002701368,6.015911107909627,istanbul
881ec98d8bfffff,1.4642280291064218,1.4642280291064218,istanbul
881ec98dd5fffff,7.700703298670302,4.422437462925433,istanbul
881ec98ddbfffff,4.000201630519404,3.772472132011233,istanbul
881ec91701fffff,7.835894348067038,10.818205183212774,istanbul
881ec9109dfffff,19.275188074892757,18.180995231821473,istanbul
881ec91727fffff,8.12449906732206,7.110101724780127,istanbul
881ec9170dfffff,11.136382425385362,2.0744426233206816,istanbul
881ec91763fffff,9.954424462440164,15.32380833090242,istanbul
881ec910cbfffff,10.126869305806805,12.020497724725029,istanbul
881ec912b5fffff,10.167803301640179,11.746648167582471,istanbul
881ec912b7fffff,8.555876657301797,13.819231896117236,istanbul
881ec910c3fffff,13.117927954156968,18.027839252865725,istanbul
881ec91745fffff,16.36354980178854,7.9585174813318655,istanbul
881ec91741fffff,11.51365238136877,13.253034980195242,istanbul
881ec9174bfffff,5.400529745180782,4.444173820490688,istanbul
881ec910d9fffff,6.193365158708321,7.315403276837724,istanbul
881ec910d1fffff,7.095998334343607,9.229752753933495,istanbul
881ec91743fffff,7.439949564363597,6.455063746509173,istanbul
881ec98db7fffff,8.352096516022668,5.829753129777494,istanbul
881ec98db1fffff,4.933190221338891,9.668537768138444,istanbul
881ec91747fffff,7.3582325292416835,10.77895526761525,istanbul
881ec9176bfffff,3.579175806427021,7.798986070462936,istanbul
881ec98d85fffff,0.842635950636288,1.159810097478548,istanbul
881ec98dabfffff,2.931980017437244,4.719954315036843,istanbul
881ec98dbdfffff,7.929232681179175,11.880417945798492,istanbul
881ec98db5fffff,3.786525648176119,4.840162485975658,istanbul
881ec91709fffff,14.670372906516617,16.311203857876663,istanbul
881ec91749fffff,6.412221158189628,5.832464979292835,istanbul
881ec98da3fffff,9.564538289005148,13.327408775127054,istanbul
881ec98da7fffff,2.640157496322691,1.6079260599472789,istanbul
881ec9174dfffff,4.082546631053094,8.563276584048008,istanbul
881ec9129bfffff,6.735321496688292,2.122990684687947,istanbul
881ec98d87fffff,5.118388932619893,12.914429133112435,istanbul
881ec98d95fffff,1.1802488499292203,0.670056810027513,istanbul
881ec98dd9fffff,8.236764532686598,8.179368441377953,istanbul
881ec98dddfffff,7.139788168290956,6.947971045408325,istanbul
881ec98c3bfffff,1.826844502866746,2.890107292602913,istanbul
881ec98cedfffff,2.06974273690247,0.0,istanbul
881ec98c05fffff,3.2525436354862767,10.099867412316367,istanbul
881ec98c57fffff,0.0,0.0,istanbul
881ec98c15fffff,1.738191548021154,1.2772083122157858,istanbul
881ec912c3fffff,0.0,0.0,istanbul
881ec91281fffff,0.49007519089494256,0.49007519089494345,istanbul
881ec91287fffff,0.0,0.0,istanbul
881ec91283fffff,2.043606133239426,1.98898639047628,istanbul
881ec912b9fffff,3.8012499904947017,0.728456630780149,istanbul
881ec912bbfffff,12.495600191088986,10.029587913331092,istanbul
881ec91295fffff,7.639099487422098,13.965550364708713,istanbul
881ec912b1fffff,4.869966807549708,10.930792862125491,istanbul
881ec912bdfffff,4.454810862633407,2.780329000514841,istanbul
881ec912b3fffff,11.598933623399835,11.562156492286714,istanbul
881ec98c55fffff,4.549415800923049,4.3929426204674735,istanbul
881ec98c01fffff,5.767239648457504,6.036490002683232,istanbul
